text,text_id,targets,spans,target_sentiments,categories,category_sentiments
My friends and I were on vacation in NY and was referred to Chance by a friend.,1706644:0,,,,,
"I found the food to be outstanding, particulary the salmon dish I had.",1706644:1,"['food', 'salmon dish']","[[12, 16], [52, 63]]",,,
"I also ordered the Change Mojito, which was out of this world.",1706644:2,['Change Mojito'],"[[19, 32]]",,,
"My friends settled for rice dishes, but we came back the following day to try the dim sum, which was good...not outstanding, but good.",1706644:3,['dim sum'],"[[82, 89]]",,,
"We ate out in the back patio, which is worth it as it's cool and the music is hear well there.",1706644:4,"['back patio', 'music']","[[18, 28], [69, 74]]",,,
"Overall, excellent restaurant!",1706644:5,['restaurant'],"[[19, 29]]",,,
i went to utsav about a yr ago with my family.,1707201:0,,,,,
The food was good.,1707201:1,['food'],"[[4, 8]]",,,
The place was nice and calm.,1707201:2,['place'],"[[4, 9]]",,,
but the service was a bit slow.,1707201:3,['service'],"[[8, 15]]",,,
I work around the corner and tried it with a colleague for the first time.,1707741:0,,,,,
The buffet had a nice selection.,1707741:1,['buffet'],"[[4, 10]]",,,
The food was average or above including some surprising tasty dishes.,1707741:2,"['food', 'dishes']","[[4, 8], [62, 68]]",,,
Service was also very good.,1707741:3,['Service'],"[[0, 7]]",,,
I would go back.,1707741:4,[],[],,,
I got an excellent piece of cheesecake and we had several other nice pastries.,1710746:0,"['cheesecake', 'pastries']","[[28, 38], [69, 77]]",,,
"I would recommend Roxy's for that, but not for their food.",1710746:1,['food'],"[[53, 57]]",,,
My son and his girlfriend both wanted cheeseburgers and they were huge!,1710746:2,['cheeseburgers'],"[[38, 51]]",,,
"But, they were too big for the bun.",1710746:3,[],[],,,
"Consequently, their burgers fell apart in their hands and made such a mess that they did'nt feel like finishing them.",1710746:4,['burgers'],"[[20, 27]]",,,
Also they were $15 each!,1710746:5,[],[],,,
I had a huge pastrami sandwich on a roll.,1710746:6,['pastrami sandwich on a roll'],"[[13, 40]]",,,
It was $14 not really bad for a pound of Pastrami-but it didn't have much taste-I've had better for less elsewhere!,1710746:7,[],[],,,
"This place is really trendi but they have forgotten about the most important part of a  restaurant, the food.",1713185:0,"['place', 'food']","[[5, 10], [104, 108]]",,,
"The last two times I ordered from here my food was soo spicy that  I could barely eat it, and the spice took away from the flavor of the dish.",1713185:1,"['food', 'spice']","[[42, 46], [98, 103]]",,,
And the Tom Kha soup was pathetic.,1713185:2,['Tom Kha soup'],"[[8, 20]]",,,
If you want good authentic Thai this place is not the place to go.,1713185:3,['Thai'],"[[27, 31]]",,,
"We went here for lunch a couple of weeks ago on a Saturday, and I was thoroughly impressed with the food.",1718513:0,['food'],"[[100, 104]]",,,
"The pesto pizza was excellent, thin-crust pizza with a nice amount of spicy Italian cheese that I'd never heard of before.",1718513:1,"['pesto pizza', 'spicy Italian cheese']","[[4, 15], [70, 90]]",,,
"Conveniently located too, being right on Bedford ave.",1718513:2,[],[],,,
"THe back garden sitting area is very pleasant, where you can see their personal herb garden.",1718513:3,['back garden sitting area'],"[[4, 28]]",,,
I will definetly be going back.,1718513:4,[],[],,,
We had the lobster sandwich and it was FANTASTIC.,1719567:0,['lobster sandwich'],"[[11, 27]]",,,
"My husband said he could've eaten several more, the portion was fine for me he even exclaimed that the french fries were the best he has had.",1719567:1,"['portion', 'french fries']","[[52, 59], [103, 115]]",,,
We had the scallops as an appetizer and they were delicious and the sauce was wonderful.,1719567:2,"['scallops', 'sauce']","[[11, 19], [68, 73]]",,,
I recommend getting a reservation even though we saw people seated without one.,1719567:3,,,,,
We waited at the bar and had martinis that were just right.,1719567:4,['martinis'],"[[29, 37]]",,,
We will be back.,1719567:5,[],[],,,
love the food.,1723402:0,['food'],"[[9, 13]]",,,
it's the only place you can get yummy authentic japanese comfort food.,1723402:1,['japanese comfort food'],"[[48, 69]]",,,
it helps if you know what to order.,1723402:2,,,,,
and you can't beat the prices.,1723402:3,[],[],,,
highly recommended.,1723402:4,[],[],,,
I've lived in NY for 5 years and this place has it all.,1723658:0,['place'],"[[38, 43]]",,,
"Great food, good size menu, great service and an unpretensious setting.",1723658:1,"['food', 'menu', 'service', 'setting']","[[6, 10], [22, 26], [34, 41], [63, 70]]",,,
"The dishes offered were unique, very tasty and fresh from the lamb sausages, sardines with biscuits, large whole shrimp to the amazing pistachio ice cream (the best and freshest I've ever had).",1723658:2,"['dishes', 'lamb sausages', 'sardines with biscuits', 'large whole shrimp', 'pistachio ice cream']","[[4, 10], [62, 75], [77, 99], [101, 119], [135, 154]]",,,
I'm glad I was introduced to this place and this is a rare gem in NY.,1723658:3,['place'],"[[34, 39]]",,,
"We have tried every Thai restaurant between Atlantic Avenue and 4th Streets, and Joya is the best.",1726001:0,,,,,
"The freshest, best variety, and the fastest delivery.",1726001:1,['delivery'],"[[44, 52]]",,,
Also very inexpensive.,1726001:2,[],[],,,
A great choice at any cost and a great deal.,1726001:3,[],[],,,
The service was excellent and the food was delicious.,1726427:0,"['service', 'food']","[[4, 11], [34, 38]]",,,
"We are very particular about sushi and were both please with every choice which included: ceviche mix (special), crab dumplings, assorted sashimi, sushi and rolls, two types of sake, and the banana tempura.",1726427:1,"['sushi', 'ceviche mix (special)', 'crab dumplings', 'assorted sashimi', 'sushi', 'rolls', 'sake', 'banana tempura']","[[29, 34], [90, 111], [113, 127], [129, 145], [147, 152], [157, 162], [177, 181], [191, 205]]",,,
"Overall the restaurant is more expensive than our other sushi favorites, but everything was delicious.",1726427:2,,,,,
Definitely a great spot for a nice occasion or date.,1726427:3,['spot'],"[[19, 23]]",,,
"Average to good Thai food, but terrible delivery.",1726473:0,"['Thai food', 'delivery']","[[16, 25], [40, 48]]",,,
I've waited over one hour for food.,1726473:1,[],[],,,
They were very abrupt with me when I called and actually claimed the food was late because they were out of rice.,1726473:2,[],[],,,
A Thai restaurant out of rice during dinner?,1726473:3,['Thai restaurant'],"[[2, 17]]",,,
"The food arrived 20 minutes after I called, cold and soggy.",1726473:4,['food'],"[[4, 8]]",,,
i actually feel like i should keep it a secret.,1727363:0,,,,,
This is a wonderful place on all stand points especially value ofr money.,1727363:1,['place'],"[[20, 25]]",,,
An excellent service,1727363:2,['service'],"[[13, 20]]",,,
Went to Cafe Spice with 4 of my friends on a saturday night.,1728733:0,,,,,
We were greeted promptly by the waiter who was very nice and cordial.,1728733:1,['waiter'],"[[32, 38]]",,,
She was very helpful in suggesting us drinks and helped us in ordering a lot of good dishes since we knew nothing about Indian food.,1728733:2,['dishes'],"[[85, 91]]",,,
We were fast to order the appetizer platter since we were very hungry.,1728733:3,,,,,
The food looked very appetizing and delicious since it came on a variety of fancy plates.,1728733:4,['food'],"[[4, 8]]",,,
We ended our great experience by having Gulab Jamun (dessert) recommended by the waiter.,1728733:5,['Gulab Jamun (dessert)'],"[[40, 61]]",,,
I thanked my friend who recommended me this restaurant and will certainly recommend it to others.,1728733:6,['restaurant'],"[[44, 54]]",,,
"I went here with a friend on a whim, we went someplace else first and couldn't get a table.",1730014:0,,,,,
"Service here was great, food was fantastic.",1730014:1,"['Service', 'food']","[[0, 7], [24, 28]]",,,
"Guacamole+shrimp appetizer was really great, we both had the filet, very good, didn't much like the frites that came with, but the filet was so good, neither of us cared.",1730014:2,"['Guacamole+shrimp appetizer', 'filet', 'frites']","[[0, 26], [61, 66], [100, 106]]",,,
Will absolutely visit again.,1730014:3,[],[],,,
Maybe tomorrow ;-),1730014:4,,,,,
You cannot go wrong with this place.,1730127:0,['place'],"[[30, 35]]",,,
"The food is outstanding and the service is quick, friendly and very professional.",1730127:1,"['food', 'service']","[[4, 8], [32, 39]]",,,
"Always a nice crowd, but never loud.",1730127:2,['crowd'],"[[14, 19]]",,,
Go here.,1730127:3,[],[],,,
Good for dates or with friends.,1730127:4,[],[],,,
I am reluctant to write because I would not want my jem of a pizza place to become overcrowded.,1730447:0,['pizza place'],"[[61, 72]]",,,
"However, it is jus too good to not praise it.",1730447:1,[],[],,,
"By far, the best pizza in Manhattan.",1730447:2,['pizza'],"[[17, 22]]",,,
"The crust is thin, the ingredients are fresh and the staff is friendly.",1730447:3,"['crust', 'ingredients', 'staff']","[[4, 9], [23, 34], [53, 58]]",,,
"For all you lazy folks that don't want to come to Alphabet City, I say, good - stay out.",1730447:4,,,,,
less wait time for me!,1730447:5,,,,,
We arrived on time for our reservation and seated promptly.,1746113:0,,,,,
The menu has so many fish items and oysters.,1746113:1,['menu'],"[[4, 8]]",,,
We all ordered different entrees so we could share.,1746113:2,,,,,
"The fish was really,really fresh.",1746113:3,['fish'],"[[4, 8]]",,,
I lived in Maine for ten years and grew up on fish.,1746113:4,,,,,
We all agreed that mare is one of the best seafood restaurants in New York.,1746113:5,['mare'],"[[19, 23]]",,,
I stumbled upon this great pizzeria as I explored my new neighborhood.,1748813:0,['pizzeria'],"[[27, 35]]",,,
All of the pizzas are terrific and the price is even better!,1748813:1,['pizzas'],"[[11, 17]]",,,
I highly recommend the Sophia pizza.,1748813:2,['Sophia pizza'],"[[23, 35]]",,,
It's to die for!,1748813:3,[],[],,,
The food was mediocre at best but it was the horrible service that made me vow never to go back.,1748839:0,"['food', 'service']","[[4, 8], [54, 61]]",,,
"Immediately after we paid, the waiter took the money and said, okay, you guys are outta here.",1748839:1,['waiter'],"[[31, 37]]",,,
There are other people waiting!,1748839:2,,,,,
We weren't even at our table for more than an hour total.,1748839:3,,,,,
"As we were leaving, the couple standing by the door said to another waiter, we're not in a hurry.",1748839:4,,,,,
Our friends have not arrived yet.,1748839:5,,,,,
So rushing us out was absolutely unnecessary!,1748839:6,[],[],,,
"For the people who want great food plus great service, Roxy is a place to AVOID!",1748839:7,"['food', 'service']","[[30, 34], [46, 53]]",,,
I've been here twice now.,378848:0,,,,,
"The first time the sushi was outstanding, the second time it was a little bland.",378848:1,['sushi'],"[[19, 24]]",,,
I'm sure I'll return for a final judgement tho.,378848:2,[],[],,,
"The blond wood decor is very soothing, the premium sake is excellent and the service is great.",378848:3,"['blond wood decor', 'premium sake', 'service']","[[4, 20], [43, 55], [77, 84]]",,,
Mizu is the Japenese find in Grammercy.,397331:0,['Mizu'],"[[0, 4]]",,,
"While their kitchen food is delicious, their Sushi is out of this world.",397331:1,"['kitchen food', 'Sushi']","[[12, 24], [45, 50]]",,,
Mizu is home to creative and unique rolls not to found anywhere else.,397331:2,['rolls'],"[[36, 41]]",,,
"Not only is the cuisine the best around, the service has always been attentive and charming.",397331:3,"['cuisine', 'service']","[[16, 23], [45, 52]]",,,
Warning: You may find it difficult to dine at other Japanese restaurants after a visit to Mizu!,397331:4,['Mizu'],"[[90, 94]]",,,
"Thalia is a beautiful restaurant with beautiful people serving you, but the food doesn't quite match up.",404464:0,"['Thalia', 'people', 'food']","[[0, 6], [48, 54], [76, 80]]",,,
I ordered the smoked salmon and roe appetizer and it was off flavor.,404464:1,['smoked salmon and roe appetizer'],"[[14, 45]]",,,
"The entree was bland and small, dessert was not inspired.",404464:2,"['entree', 'dessert']","[[4, 10], [32, 39]]",,,
I expected quite a bit more from such an expensive menu.,404464:3,['menu'],"[[51, 55]]",,,
"The view is spectacular, and the food is great.",426805:0,"['view', 'food']","[[4, 8], [33, 37]]",,,
Wonderful strawberry daiquiries as well!,426805:1,['strawberry daiquiries'],"[[10, 31]]",,,
Definitely worth the trip to Battery Park City!,426805:2,[],[],,,
One of my favorite places in Manhattan.,426805:3,[],[],,,
Authentic Taiwanese food that's cheap... what more could you ask for?,426930:0,['Taiwanese food'],"[[10, 24]]",,,
(Besides that there should be more restaurants like it around the city).,426930:1,[],[],,,
The cold appetizer dishes taste like the way I remember them to taste when I was growing up in Taiwan.,426930:2,['cold appetizer dishes'],"[[4, 25]]",,,
delicious simple food in nice outdoor atmosphere.,430342:0,"['food', 'outdoor atmosphere']","[[17, 21], [30, 48]]",,,
"Kind, attentive wait staff.",430342:1,['wait staff'],"[[16, 26]]",,,
I really like both the scallops and the mahi mahi (on saffron risotto-yum!).,430342:2,"['scallops', 'mahi mahi (on saffron risotto']","[[23, 31], [40, 69]]",,,
My friend devoured her chicken and mashed potatos.,430342:3,['chicken and mashed potatos'],"[[23, 49]]",,,
Delicious crab cakes too.,430342:4,['crab cakes'],"[[10, 20]]",,,
"Even if the food wasn't this good, the garden is a great place to sit outside and relax.",430342:5,"['food', 'garden']","[[12, 16], [39, 45]]",,,
Great neighborhood joint.,430342:6,['joint'],"[[19, 24]]",,,
This is a nice pizza place with good selection of thin crust pizza including the Basil slice.,433878:0,"['pizza place', 'selection of thin crust pizza', 'Basil slice']","[[15, 26], [37, 66], [81, 92]]",,,
"Their calzones are horrific, bad, vomit-inducing, YUCK.",433878:1,['calzones'],"[[6, 14]]",,,
They smell like they stuff them with old canned vegetables like the spinach mushroom calzone.,433878:2,[],[],,,
The counter service is bad.,433878:3,['counter service'],"[[4, 19]]",,,
They charge different prices all the time.,433878:4,[],[],,,
